tweetid,Tweet,For guns?,Location
5842,"Ok, but tell us how you *really* feel, Raw Story 🤣 ",-2,"New York, NY"
5843,"Especially because there will be no reduction of access to guns, anywhere. ",-2,"Bellefonte, PA"
5844,@washingtonpost Does Cali allow guns in schools? I don’t think so.,-2,"San Diego, CA"
5845,@VaTxn @cspanwj @fbarbash increase the number of guns increase the number of negligent incidents.,-2,"Michigan, USA"
5846,@Skritzzz I disagree. You might be on to something if you changed it to “law abiding citizens” but I still can’t see that the number of deaths law abiding citizens have prevented using guns exceeds the number of deaths that are caused my guns. I’m not anti-gun...,-2,"California, USA"
5847,"@DevinSenaUI The blood is on your hands. 

This is a uniquely American problem, because we are the land of too many damn guns. Every other first world country as figured out gun control works.",-2,"Toledo, OH"
5848,"@Natalie0280 @BetsyDeVosED As @RealDonaldTrump bows to the @NRA, it is up to us to back the students who dared to fight back against “thoughts and prayers” instead of #action against gun violence. #NRABloodMoney
.
",-2,"Los Angeles, CA"
5849,"Chicago has the strictest gun laws in the country and the most gun deaths in the country, gun laws will CHANGE NOTHING!! stop trying to take away guns from law abiding citizens trying to protect themselves. ",-2,"Tampa, FL"
5850,Everyone is saying we are the future but its true. The only way change will be made is if we continue with what we’re doing. “School Shootings” should not be a term that we associate with the norm. Use your voice and talk about it. Simple conversations can go a long way.,-2,"Voorheesville, NY"
5851,Guns kill people. Point blank fucking period.,-2,"Kentucky, USA"
5852,Why would someone’s recreational activity mean more to them than the lives of the 96 Americans who are killed with guns?,-2,"Walla Walla, WA"
5853,"@katb1107 @Tumderest And no AR-15 or similar style semiautomatic long guns with high capacity mags. Then what you say would be perfect. 

#VoteThemOut 
#BlueWave",-2,"Knoxville, TN"
5854,"@mp41yfe1 @cambreedawn this did not prove any point towards gun control. if u wanna pay respects to the 17 who died, okay. But don’t say it’s making a statement for gun control. It didn’t.",-2,"Utah, USA"
5855,Why would someone’s recreational activity mean more to them then the lives of the 96 Americans who are killed everyday with guns?,-2,"Walla Walla, WA"
5856,"@realDonaldTrump Raise the legal age to purchase guns.
Bay assault rifles .",-2,"Newport Beach, CA"
5857,"@Maggyw519 @BravenakBlog against Pelosi, gun rights, against abortion. Not saying he's not a Dem, just a little on the conservative side. Put it this way progressives would run to his left. It's cool, I'm for a big tent, no purity test. He stuck to what he knew for the district he's in, its a good thing.",-2,"Columbus, OH"
5858,@scrowder I don’t know if you are going to see this or not but I have some video footage of our town hall meeting regarding gun control at Eastern Technical high school with candidates for official positions in Maryland and think you might want to review it.,-2,"Middle River, MD"
5859,When one of your friends is getting recognized 👏🏽👏🏽👏🏽 ,-2,"Los Angeles, CA"
5860,@signal26 This was my mistake. The walkout was not geared at guns or any type of stance. It was a silent movement aimed at honoring the lives lost and preventing violence. My apologizes.,-2,"New Orleans, LA"
5861,Such a bittersweet moment seeing that our kids have to fight for stricter gun laws but proud to see my daughter fighting for change #nationalschoolwalkout ,-2,"Roseland, NJ"
5862,Confused as to why students can't both #walkup and #walkout. Are people not capable of showing empathy/compassion and highlighting the power of a planned protest? It seems like #walkupnotout shifts the concern to bullying/mental illness and not gun control. Why not both?,-2,"Freeport, IL"
5863,Also my thoughts and prayers go out to ALL of the victims and their families involved in the school shootings. but gun control is not going to solve the problem,-2,"Smithfield, NC"
5864,"One is more than none...
#WalkoutWednesday ",-2,"Paradise, NV"
5865,A victim of gun violence speaks out about gun violence like you would think a World Champion would.  Thanks @SteveKerr                     ,-2,"Chicago, IL"
5866,"It’s amazing to see so many students, teachers, parents, and administrators walking out with us and helping us achieve common sense gun laws. We, the kids DO belong in politics. Try to keep us down and we’ll push with more force than you know. #nationwalkoutday #NeverAgainMSD",-2,"Syracuse, NY"
5867,@LSUASTROFAN4115 This was my mistake. The walkout was not geared at guns or any type of stance. It was a silent movement aimed at honoring the lives lost and preventing violence. My apologizes.,-2,"New Orleans, LA"
5868,@realDonaldTrump @WhiteHouse Guns....Space Cowboy.,-2,"Temecula, CA"
5869,"@MattGPalumbo @grossgaryj @TwitterMoments I'm opposed to 
1. Creating a nationwide target-rich environment by walking out
2. Gun Control &amp; far-Left orgs taking advantage of children.
3. Blaming guns &amp; owners 4 mental health &amp; criminal behavior every tragedy.
4, Demonizing @NRA&amp;sportsmen Etc, etc, etc... ",-2,"Washington, DC"
5870,It’s just sad that’s kids can no longer be kids now in days. They are having to fight for their protection while adults shrug and continued cleaning their guns. #EnoughIsEnough,-2,"Lakeland, FL"
5871,U BUYIN OR DO I NEED TO RUFF U UP? ,-2,"Chicago, IL"
5872,"The Young People of America
are sending a message to the
Republicans and the MSM.
It ain't ""business as usual""
They're letting them know you're not going to sweep
Gun Control and the NRA
under the rug.
#EnoughIsEnough ",-2,"Houston, TX"
5873,@SarahLerner yeah he's taken some votes on guns that I don't agree with but let's not pretend he's stocking up on M60s and military facepaint ,-2,"Los Angeles, CA"
5874,I will never forget the video of Jim Jones murdering all those innocent people And never forget the feeling I had walking into Dachau Brainwashed the Masses Gun Control advocates We will never let that happen here to 2nd Amend @bobsacard @realDonaldTrump @KayaJones @trish_regan ,-2,"Kennesaw, GA"
5875,The thing is. We think we’re our guns. There is a huge line of miscommunication going on here and a right to say what’s on their minds. The problem is it’s all getting lost in the translation. It’s all up in the air,-2,"Florida, USA"
5876,"@realDonaldTrump We need more guns not less. Stadiums, government offices, etc hire security for their events. Try NO gun free zones. They are targets.  We will not give up a right for safety that does not exist. The cops always get there AFTER the crime.",-2,"Bentonville, AR"
5877,#TheFive Juan forgets that the Democratic Party did nothing when they were in charge about gun control,-2,"Moreno Valley, CA"
5878,@Skritzzz I don’t believe people need firearms that are capable of murdering a mass amount of people easily and quickly. There is no reason that someone needs or should have access to extended magazines and rapid fire guns in my opinion. What use could any law abiding citizen need those...,-2,"Petaluma, CA"
5879,❤️❤️❤️ ,-2,"New Orleans, LA"
5880,"@realDonaldTrump Let’s put safety first and restrict gun ownership.  This will save lives.

Put partisan politics aside and save lives.

This nonsense from trump just shows he’s owned by the @nra and not representing Americans.",-2,"San Antonio, TX"
5881,KEEP👏🏼GUNS👏🏼OUT👏🏼OF👏🏼THE👏🏼CLASSROOM👏🏼 ,-2,"Bristol, RI"
5882,"@danseeger @amber_athey Teachers and liberal operatives are running this thing. Students with opposing views have said as much. Alcohol, cars and opiates kill many more kids than guns. What should we ban first? Cars? Or maybe packages? Or knives? Or teachers unions?",-2,"Missouri City, TX"
5883,Gun control solves NOTHING,-2,"Austin, TX"
5884,@realDonaldTrump GUN CONTROL JACKASS,-2,"Jefferson Hills, PA"
5885,"@Scooterocket @news_store_com @AngelCIraq214 @FedEx @RepDonBeyer @HillaryClinton @BarackObama @VA8thCDDems @lowkell @timkaine @Monique4APS @OGradyMonique @FBI @CNN @arlnow @InsideNoVA @WashPostVA @TIME @APSVaSchoolBd @APS_OMA @RandomHousePub @penguinrandom @USArmy @ArlingtonVaPD @realDonaldTrump @OfficialCBC @PastorHJW @ArlingtonVotes @vaELECT @VA8GOP @ArlingtonGOP @charleshernick @ThisAintHell @ArlingtoNAACP @reesbroome @AlexandriaVAPD @Jim_Moran @USPS @jameslander @ACLUVA @demunderground @ARLnowDOTcom @politico @nydems @MarkHerringVA The liberal spin today is that kids want gun control and safer schools, but, as this story demonstrates, how many of these kids, and we remember when we were kids, FEEL vis a vis UNDERSTAND the issue? ",-2,"Arlington, VA"
5886,"wow, my old high school really just suspended 37 kids for taking a stand on what they believe in today. 

Shame on you guys @lindenhursths @LindenhurstUFSD ",-2,"West Babylon, NY"
5887,"#NeverAgainMSD Safeguard 2nd amendment to make all safer. Non-assault style guns r for defense &amp; hunting. ""Off the grid"" says assault weapons r Not the survival weapons of choice due to maintenance issues-finding a good hiding spot w/ easy to maintain non assault rifle is.",-2,"Springfield, IL"
5888,@Rosie @Marina_Sirtis @NancyPelosi @chuckschumer @JillianBarberie ,-2,"Boone, IA"
5889,when you leave the TV on for your dog all day and a Weeds marathon comes on ,-2,"Chicago, IL"
5890,Many schools promoted the walkout was for the 17 who dies and had nothing to do with guns. 7th graders should not be doing this based on peer pressure.@kimguilfoyle,-2,"Columbus, OH"
5891,We walk out for gun control. We walk out for peace. We walk out for Parkland. We walk out for… ,-2,"Los Angeles, CA"
5892,@realDonaldTrump THESE KIDS DEMAND GUN CONTROL AS WELL!!!!!!,-2,"Lathrop, CA"
5893,"Also the bill they passed was okay, but in order to take action on #gunviolence they might want to consider doing something about ya know...guns. 

Congress’ tone deafness is why the students are skipping class. ",-2,"Washington, DC"
5894,"@eamslider24 Children protesting   guns violence? Are they  the ones who buy ,exchanges &amp; watch Violents videos? Bully classmates &amp; parents &amp; teachers,authorities?",-2,"Henderson, NV"
5895,"ahahahaha y'all looked goofy af talking about the NRA and fuck your guns and all that bullshit 

you'll take my freedom from my cold dead hands #northwestern #NationalWalkoutDay ",-2,"Evanston, IL"
5896,"@dlh8 @ChrisMurphyCT Preventing sales of assault-style weapons to civilians, preventing sales of high capacity magazines, raising age at which a person can buy guns to 21. And it’s not just about preventing just one murderous shooter bu those to come as well",-2,"South Snyderville Basin, UT"
5897,@RodStryker I think your mistaken I just googled it and they carry a p226 required by law an Sweden has only denied 1000 people the right to buy firearms  goggle do police carry firearms in Sweden,-2,"Wamego, KS"
