,Tweet,Location,For guns?
5916,"For those who say students shouldn't walkout to protest our lackadaisical gun control laws, and should instead #WalkUp to students who don't have friends, I think... Shouldn't they do both? #NationalWalkoutDay #walkupANDout","Carson City, NV",0.0
5917,"For the seventeen students that lost their lives and to all the others who have in the past school shootings. Not everyone went out for the right reasons, but others are here to make a stand. #makeadifference ",Thomas Dale High School,0.0
5918,"@Emma4Change R only Safeguarding 2nd amendment to make all safer.Non-assault style guns r for defense &amp; hunting. Per off the grid, assault weapons r Not the survival weapons of choice due to maintenance issues-finding a good hiding spot w/ easy to maintain non assault rifle is.","Springfield, IL",0.0
5919,"@SenatorBrittain @realDonaldTrump It's not a natural right ,the right to live is natural God given not guns,think again.","Massachusetts, USA",-2.0
5920,This is the reason for #2A👇 ,"Irving, TX",-2.0
5921,Couldn’t have said it better myself! ,"Amberley, OH",-2.0
5922,"@TheFive @TheJuanWilliams These kids are being used fueling their fire with emotion about school safety thru ""gun control"" narrative.","Wisconsin, USA",0.0
5923,"I hope you do, too. ♥️👊 ","Munsons Corners, NY",-2.0
5924,"@beardsley_marc @thistallawkgirl @realDonaldTrump Actually, that's the opposite of what people who support gun control want.  Nice try though.","Burbank, CA",-2.0
5925,@piperzoso @RyanAFournier My point being is evil people will use whatever they can to commit evil.  If there aren't guns they will use something else just look at what has been going on in Europe.  You take away guns then people will have no way to protect themselves from evil.,"California, USA",0.0
5926,What’s walking out going to do when half of you do support guns 😂,"Riverton, UT",-2.0
5927,It’s not the guns,"Ohio, USA",-2.0
5928,"Congrats @NRA, you gave the finger to the youth of America. Then you doubled back and applauded them.... 🤔 ","Newark, CA",0.0
5929,"You, Justin, should be ashamed. What would you have done if he was protesting a gun control law? Probably nothing, based off your liberal comment. Way to  try and make your son think like you, bud. I hope you’re happy with yourself. ","Mississippi, USA",1.0
5930,"#TheFive. Congress still doing nothing at all about gun control, do something even if it's small,start somewhere.","Lincoln Park, MI",-2.0
5931,"#ParklandStrong R only Safeguarding 2nd amendment to make all safer.Non-assault style guns r for defense &amp; hunting.Per off the grid, assault weapons r Not the survival weapons of choice due to maintenance issues-finding a good hiding spot w/ easy to maintain non assault rifle is","Springfield, IL",0.0
5932,"@NRA You’re days are numbered. We are the next generation and we don’t stand for your values, and we are tired of you funding corruption. People are more important than guns. #GunControl #BanAssaultWeapons #NationalWalkoutDay","Columbus, OH",0.0
5933,"@johnpavlovitz I don't own an atomic bomb either, but I know what they do.

This 'never owned' is in the running for the stupidest gun-nut argument ever. I

Many congressman have fired guns (for campaign ads), but few have been shot at.","Mountain View, CA",0.0
5934,@UnisonOffical @BethHuth @meanprune @DrylyRiley ..and the guns that are already out there?...homemade pipe bombs....buying a gun off the street..how u gna stop that?,"McGregor, TX",0.0
5935,@HumanResisting Mine grew up and are on their own now yet I find the time to send my love everyday. The world has too many guns and has made America a scary place to be. You’re the type of mom America needs. #Resist,"Los Angeles, CA",-2.0
5936,go gonk ,"Northborough, MA",-2.0
5937,girls clothes in schools are more regulated than guns ,"Los Angeles, CA",0.0
5938,@foxandfriends how about we make a Law about cars and trucks they killed more people than guns guns don’t kill people people kill people !!,"Boca Raton, FL",-2.0
5939,"As a black girl, I hope one day I have as many rights as a gun.","Kansas, USA",-2.0
5940,"Hey, @timkaine, you should make some gun laws? If you survive this election, when I am old enough to vote, you’re gone. So better start making a change before we make a change in your life.","Virginia, USA",0.0
5941,@TheLizMac @anne184 @senorrinhatch @KyleKashuv @abc4utah No. People know what assault weapons are. Guns like the AR15 that are literally marketed as asault weapons.,"Atlanta, GA",-2.0
5942,"@realDonaldTrump Wrong, u need to ban assault guns period. If your children had been hunted down at parkland and sandy hook how would u feel!","Santa Barbara, CA",-2.0
5943,Bruh 😂😂😂💀 she always doin sum ,"Laplace, LA",-2.0
5944,@ritchie3lee Lives were lost. Our purpose is to honor those lives and ensure gun safety in all school in order to prevent situations like these from happening. This does not mean we want to put a ban on guns. Just safer regulations!,"La Grande, OR",0.0
5945,This can’t be real ,"Lake Ridge, VA",-2.0
5946,"Alotta Niggas who be waving guns around be pure bitches, real shooters ain’t flexing w they shit","Columbus, OH",-2.0
5947,Go sage I got your back ,"Los Angeles, CA",-2.0
5948,I’m pro gun rights but isn’t punishing your kids in hopes that they’ll think or act a certain way brainwashing them? ,"Ligonier, IN",-2.0
5949,Proud of these students for learning how to have their voices be heard.  My daughter was with them.  Proud to be at a school that supports them. 💙💛 ,"Honolulu, HI",-2.0
5950,@DrylyRiley @UnisonOffical Why would I do something about school shootings?...it wasn't my kids who killed them,"McGregor, TX",-2.0
5951,"@ScottStubs @IseultSidhe1 @Stoopsy32 @kasloo48 @shannonrwatts They speak for gun manufacturers, PERIOD. I have read many tweets from gun owners who support sensible gun safety reform...strong national background checks...no loopholes, carefully written red flag laws, waiting periods, and interestingly, banning of military grade weapons,","Beekman, NY",-2.0
5952,This is disgusting. ,"Pennsylvania, USA",-2.0
5953,"are you fucking kidding me, this is disgusting and so distasteful, especially today ","Parkland, WA",0.0
5954,"@sothenkatiesays @wwalsh8655 @GreenvilleNews Have you taken a look at most of the signs being held up at these rallies? They all say some form of ""ban guns""","Texas, USA",-2.0
5955,I agree what was teacher doing with a loaded weapon to begin with ,"Menominee, MI",-2.0
5956,😭😭😭😭 ,"Rancho Cucamonga, CA",-2.0
5957,"IDEA:  Locked gun safes in all schools. Each school decides whether they’re stocked. Can only be opened if an emergency is declared. Deterrent effect in all schools, self defense weapons where desired. PERFECT! ","Greenville, SC",-2.0
5958,#TheFive  why don't anyone ever ask the police if they think everyone should have guns or ar15.,"Lincoln Park, MI",-2.0
5959,Trump in the White House is insanity ,"Missouri, USA",-2.0
5960,Lmaoooooooooooooo some random old lady from California is pointing to the fact that the lockdown was a hoax like she was omniscient and knew it was gonna happen all along 🤣 It doesn’t change the fact that we need gun control and students shouldn’t have to worry about this,"Evanston, IL",0.0
5961,"@maranara22 Planned Parenthood is just as deep in the Governments pockets as the #NRA. The @NRA is simply trying to allow law abiding citizen access to guns.



Just like @PPFA is trying to allow individuals their reproductive rights.

","Portland, OR",1.0
5962,"Cannons for everyone 🤡
#GunReformNow #GunReformNow #GunReformNow #GunReformNow #GunReformNow ","California, USA",-2.0
5963,"@sunveervirk @arixali No , tougher gun laws keep guns out of hands like Cruz who shot up the school in Florida.  #NEVERAGAINMSD SAY IT LOUD SAY IT PROUD #ENOUGH IS ENOUGH","Tulsa, OK",0.0
5964,Proof we need more guns and bullets flying in our classrooms and hallways. Only more guns can protect students from teachers. We should offer gun assault classes and provide district issued guns to students. ,"Texas, USA",1.0
5965,Go @drewschool ,"Washington, DC",-2.0
5966,"@Cwispy2Trains @SamDelASR87 @ucladude101 @CanYouHockey @benshapiro Right on! The Left leaders blame guns because the 'guns and NRA"" are easy for their Blind Faith base to remember. Their sheep are born cowards, and the NRA makes for a perfect Straw Man. 
Actually solving gun violence is way too complicated. So it's,"" Guns 'n' NRA BAAAAAD!""","Minnesota, USA",1.0
5967,Lancia Hopkins. Adam Schiff has an uphill fight over gun control.  I stand behind him and deeply admire his courage!@LanciaHopkins2,"Lantana, FL",-2.0
5968,"#TheFive, please tell everyone that the only way to fix school shootings is to “bring God back to all schools” bring back prayer time!!!!!","Ferriday, LA",-2.0
5969,"#ParklandStudentsSpeak Safeguarding 2nd amendment to make all safer.Non-assault style guns r for defense &amp; hunting.Per off the grid, assault weapons r Not the survival weapons of choice due to maintenance issues-finding a good hiding spot w/ easy to maintain non assault rifle is","Springfield, IL",0.0
5970,@TheFive For the life of me I don’t understand why people can’t get behind universal background checks. A minimum measure to help keep people with records from getting guns.  Why why why,"Glen Carbon, IL",0.0
5971,@johnmccaa. You do such a great job of standing up speaking out on issues…about gun control but when are you going to speak out against all of the drugs that are killing our kids every day. If we really want to protect our children will start talking about this seriously,"Texas, USA",0.0
5972,"@DLoesch ""Turn over your guns"".... Fails to protect us... #MAGA #2ADefenders #2AShallNotBeInfringed #Constitution","Smith Mills, MA",-2.0
5973,Still wondering how liberals expect to be taken seriously on any planet ,"College Station, TX",-2.0
5974,How about we make a law against cars they kill more people than guns guns don’t kill people people kill people !!,"Boca Raton, FL",-2.0
5975,@NRA @DLoesch I applied to but we don’t need more gun laws what we need is for the federal government and local government like the sheriff to start enforcing the gun was there order that would change everything but when Liberal law enforcement officers don’t do their job we have problems,"Manhattan, KS",0.0
5976,@wfaa. You do such a great job of standing up speaking out on issues…about gun control but when are you going to speak out against all of the drugs that are killing our kids every day. If we really want to protect our children will start talking about this seriously,"Texas, USA",0.0
5977,"In all seriousness, this actually would probably do a lot more to stop school shootings than a march. ","Manhattan, NY",0.0
5978,So painful to see. We must do better. ,"Fort Worth, TX",-2.0
5979,TO DO NOTHING ABOUT SCHOOL SHOOTINGS AND GUN VIOLENCE  IS NOT AN OPTION. #NEVERAGAINMSD SAY IT LOUD SAY IT PROUD #ENOUGH IS ENOUGH !!!!!!!!!!!,"Tulsa, OK",0.0
